subclass,contents
거짓말,"<br>시인이 되지 못한 먼지는 새벽에도 잠들지 못했다<br>시인이 되지 못해서일까 시인은 자살하지 않는다던데<br>시인이 되지 못한 먼지는 손목을 바라보았다<br>시인이 되지 못해서일까 시인은 자살하지 않는다던데<br>먼지는 크리스마스 일주일 전으로 돌아갔다<br>그곳이 먼지의 고향이 아닌 것을 알면서도<br>어디서부터 잘못되었는지 몰라서<br>더 과거로 돌아가지 못하고 그 날이 머물렀다<br>먼지는 생각했다 정말 시인이 된다면 괜찮아질까<br>먼지는 기억했다 크리스마스 일주일 전 아침을<br>먼지는 생각했다 정말 괜찮아지는 방법이 있는 걸까<br>먼지는 기약했다 다음 크리스마스 일주일 전 밤을<br>너의 생일 일주일 전 나는<br>n 년 전의 너를 만나고 싶어 졌다<br>이제는 흐릿해진 어제와 오늘<br>그 애매한 시간 속을 쉬러 가던 먼지는<br>이제 어디로 쉬러 가는 것인가<br>이제 어디로 쉬러 가야 하는 것인가<br>어디가 쉼터이고 어디가 무덤인가<br>나도 먼지도 알지 못했다<br>모두가 웃으며 거짓만 말하는데<br>먼지는 솔직해져 자꾸만 자꾸만<br>먼지가 어렸을 적,<br>먼지가 먼지만 한 크기였을 때,<br>나는 어떤 사람이었나<br>먼지는 언제 태어났나<br>내가 태어날 때 같이 태어났나<br>나는 생각했다 힘은 있지만 용기 없는 먼지가 달라붙어 다행이라고<br>숨 멎게 만들어버리지는 못해서 다행인 것일까<br>다시 생각했다 손목 위 흉터는 실수로 생긴 게 아니라고<br>언젠가 손목이 아니게 된다면 나는 어떻게 되는 것일까<br>먼지 묻은 나는 스스로가 미워져<br>거울을 바라보는 게 역겹기만 한데<br>나는 어떤 사람인가<br>남들이 보는 나는 어떤 사람인가<br>초록은 점점 선명해져 가고<br>생명들이 파릇 거리는 지금 벅찬 기분<br>들지 않아 이상하기만 하다<br>매일 밤 듣던 황금빛 목소리와<br>내 먼지의 이야기를 들어주던<br>너는 이제 없다<br>회색 먼지만 목소리를 그리워한다<br>12월 18일 그리고 4월 1일<br>예수와 너의 탄생 일주일 전"
행복한 기억,<br>네가 소리를 지르면 내 마음은 부서지는 소리가 난다<br>참 신기하지<br>그 순간은 참 행복했었는데<br>그 기억이 이제는 널 아프게 한다는게<br>변한 것은 과거가 아닌데도<br>지금 네가 아프니까 행복한 기억도 아프게 느끼는 거겠지<br>행복한 기억을 떠올리면 괴로워진다<br>그런데 이젠 행복한 기억이 나지않는다
꿈,<br>막연한 꿈은<br>조금씩 부풀어 오르다<br>펑<br>하고 터져버렸다<br>꿈의 이름을 지우고<br>새로 쓴 다음<br>힘껏 불어봐도<br>꿈은 여전히 터진 채였다
목소리,"<br>가을 - 폴<br>이름을 세 개나 아는 사람과는 연락이 끊기면 안된대<br>어머니의 옷장 맨밑 서랍 속 편지에 적힌 문장을 보고<br>나는 요전날 받아논 교환학생들의 연락처를 잔뜩 들고 너에게 갔다<br>난 제인 너도 골라 케빈 저스틴 알렉산더 루카스 요즘 유행하는 이름은 마크래 나는 잭슨도 맘에 들어 네 속쌍커풀을 보고있으면 앤드류라는 발음이 떠오르기도 하네 넌 어때<br>한참을 고민하다 너는 골라들었다, 폴<br>그래 이제 우리 둘다 이름이 두 개가 되었는데 나머지 하나는 어디서 구하지<br>해가 반토막이 나고서야 누군가 말했다 우리, 서로의 이름을 나눠갖자<br>그래서 나의 연, 너의 윤 한웅큼씩 집어들었다<br>나는 팔꿈치 부근 너는 갈비뼈 즈음에 이름을 채워넣었어 자신이 가장 추위를 느끼는 곳 그건 호적보다도 깊은 곳에 흔적을 더하는 행위<br>연락이 끊기면 안되는 저주를 직접 안고 잠이 든 밤에는<br>종이컵 전화기처럼 간헐적인 잡음과 네 목소리가 섞인 이야기를 꿈꿨다"
인생,<br>푸른 봄이 사그라든다<br>익어 수그러든다<br>나 아름다운 것<br>나만 알았던<br>우리의 지나간 허송세월을 위해
옛날,<br>집 구석 먼지쌓인 앨범 속<br>때 묻은 부모님의 결혼사진<br>지금은 없는 할아버지의 모습<br>기억도 못하는 나의 어릴적<br>지금도 그때의 마음일까<br>지금도 그때를 기억할까<br>지금도 그때의 모습일까<br>점차 새것같은 사진들<br>끔찍했던 나의 졸업사진<br>부모님과 함께한 가족여행<br>언제나 사랑했던 모두의 추억들<br>지금도 언제나 사랑했지<br>지금도 언제나 기억했지<br>지금도 언제나 멋지시네<br>빛바랜 사진들<br>빛나는 마음들
눈,<br>눈 안에 작은 세계가 담겨 있구나.<br>나는 그 곳의 조그마한 마을이다.<br>그걸로 충분하다.<br>네 눈동자에 내가 담겨있으므로.
고백,<br>사랑한다는 말만으로는 부족할 때가 있다<br>이불을 덮고 그대의 이름을 썼다 지웠다<br>새벽의 어둠이 부디 그대를<br>보살펴주기를 바라는 것이<br>모자란 고백을 완성해 줄 수 있을까
좋은 사람,<br>땀을 흘려봐<br>시원 하잖아<br>땀을 흘려봐<br>느낌 있잖아<br>땀을 흘려봐<br>씻을 수 있잖아<br>생각도 흘려봐 야<br>문제없잖아<br>나는 자존감이 떨어졌어<br>나는 자존심도 떨어지고 멀어지고<br>내자신과 끊어지고 끓어올리지못해<br>내 마음과 정신은 스프라이트 대 칠성 사이다<br>쳐다보지마 평가하지마 다친마음 들키기 싫어<br>난 보이고 싶어 진실된 나<br>와 진실로된 나<br>이기적인 태양같이 태평하게 뜨겁게 쬐네<br>왜 몰라줄까<br>잘못한걸까 내마음<br>내가 아이같니<br>말해줘 너는 좋은 사람이라고<br>땀을 흘려봐<br>시원 하잖아<br>땀을 흘려봐<br>느껴 지잖아<br>땀을 흘려봐<br>다 씻었잖아<br>생각도 흘려봐 야<br>문제 없잖아<br>좁은길에서도 흘리고<br>협착한 길에서도 흘리고<br>염려하지마 너 갈길가<br>걱정하지마 넌 좋은사람이니까
외톨이,"<br>오로지<br>너만<br>기다렸어.<br>푸른 바다가 출렁거릴 때,<br>내 마음도 함께 움직였었지.<br>우리가 함께<br>모래사장을 거닐때면<br>넌 언제나<br>간지럽다고 얘기했었어.<br>지금은<br>어디에 있니?<br>외톨이가 되어버린 듯<br>너의 흔적을 찾아 보고는 해<br>어디에, 있는거니"
연극,"<br>밤참을 잊었다는 듯 무심코 일기를 쓴다<br>모래를 버려야 한다, 나는 입으로 읊조리며 또 한 번 같은 문장을 쓴다<br>올해의 연극은 대중과 평론가 모두에게 버림받았다<br>며칠 안으로 나는 새로운 시나리오를 완성할 것이다<br>온갖 고전과 작법서를 굳혀낸 콘크리트와 시멘트가 적당량 준비되었다<br>장작들은 완벽하게 건조되었다, 그러나<br>소유하는 것은 불가능하다, 모래는 처음부터 바다의 것이 아니었다<br>위조한 신분증은 누군가 가져갔다<br>극장은 곧 헐릴 것이다, 사람들이 온다, 나는 수첩을 찢는다"
포수,"<br>허공을 가른 별똥별은<br>그의 글러브에 깊은 크레이터를 남겼다<br>아마겟돈 무찌르러 간 특공대<br>응원하는 나사 직원들 마냥<br>적의 함성소리는 하늘을 찔렀다<br>지구를 지키는 일인가,<br>나는 잘 모르겠어요<br>그저 오각형의 작은 집을 지킬 뿐<br>쇳덩이로 뒤덮인 얼굴<br>두꺼운 조끼 들쳐 맨 가슴<br>누구보다 낮은 자세로<br>엉거주춤 무릎 꿇고<br>쏟아지는 포탄 하나 둘 묵묵히 받아낸다<br>나의 집을 지키고자<br>훈련으로 지친 날 나는 어김없이<br>얼굴 없는 선수<br>땀에 젖은 뒷모습을 떠올린다"
기다림,"<br>미워하는 마음속에 너의 불행은 담지 못했다<br>미워하는 마음속에 너의 행복도 담지 못했다<br>미워하는 마음속에 아직 그리워하는 나를 발견했기에,<br>내가 가엾고 애틋해 너를 아직은 기다리고있다"
고독,<br>태풍이 지나왔다.<br>모든 집과 마을이 무너졌다.<br>튼튼하게 집을 다시 지었다.<br>또 다시 태풍이 왔다.<br>또 다시 무너졌다.<br>이번에는 더 튼튼하게 모든 출입문과 창문마저 꽁꽁 막았다.<br>다시 태풍이 왔을까 난 알 도리가 없다.<br>소리도 들리지 않고 창문마저 막혀있으니...<br>그렇게 나는<br>천천히 고독하게<br>무너져내렸다.
"손때, 손길",<br>칼은<br>손잡이가 달려야<br>칼이라지요<br>퍼렇게 선 날에<br>손잡이 달고<br>뜨뜻한 손때 묻어야<br>비로소 칼이라지요<br>사람 손도 닿지 못하는<br>시리기만 한 날붙이가<br>홀로<br>무엇하겠습니까<br>사람도 똑같다지요<br>그냥<br>말로<br>그냥<br>행동 뿐으로는<br>아무것도<br>될 수 없다지요<br>거기에 비로소<br>사람 손이 실렸기에<br>무언가가 된 것<br>아니겠습니까<br>생각해보시길 바라요<br>칼도<br>손잡이가 달려야<br>비로소<br>칼이랍니다
고통,<br>내 모든 것이 죽은거 같다<br>살아있어도 살아있는게 아니듯<br>내가 과연 살아있는걸까<br>고통에 무게가 있을까<br>고통에 익숙해 불행에 익숙해<br>내 모든 운명은 불행을 다해왔고<br>앞으로도 고통스러워 지겠지
사랑,<br>아무래도<br>사랑니가<br>나려나 봐요<br>그 밤에<br>그 사람이<br>그랬었죠<br>사랑을 해서<br>사랑니가<br>나는 거란다<br>누군가 나를<br>내가 누군가를<br>사랑하는군요<br>그것이<br>당신이든지<br>아니든지<br>오늘 밤은<br>욱씬대는 볼을<br>부여잡고<br>사랑해<br>사랑해<br>한없이 외치겠군요
한계,<br>사람들은 나에게 한계가 있다고 한다<br>그런 사람들에게 보여 줄 수 있는<br>나만이 보여 줄 수 있는<br>한계가 아닌<br>한 개<br>나는 한 개가있다
사랑,"<br>아름다운 풍경을 보며 너와 나누고 싶다는 생각이 드는 것은<br>맛있는 음식을 먹어도 네가 자꾸만 생각이 나는 것은<br>어딘가를 거닐어도 네 생각만 오롯이 나를 잠식하는 것은<br>수식들을 나열하며 집중을 하는 시간에도 네 생각들이 나를 온통 들쑤시는 것은<br>감미로운 음악 소리를 들어도 온통 네 생각뿐인 것은<br>네 생각, 네 생각, 네 생각<br>하루 종일 너를 그리다 잠자리에 들며<br>또다시 네 생각에 빠져든다<br>사랑인 걸까?"
우물 안,"<br>어둠이 시커멓게 깔린 밤<br>깊이를 알 수 없는 우물 속<br>기약없이 밑으로 가라 앉으면서 생각한다.<br>내가 볼 수 있는 세상이 좁아지니,<br>생각이 곧 나와 내가 있는 우물에 이르렀다.<br>생각은 나를 이끄는가, 짓누르는가.<br>이 우물 안은 해가 뜨면 바닥을 볼 수 있는가.<br>나는 언제부터  이곳에 있었나.<br>꼬리를 무는 생각은 추가 된다.<br>추는 어느쪽 발목에 달렸을까.<br>우물 속에도 어둠이 깔렸다.<br>우선 보류하고 하늘을 바라본다.<br>밤하늘은 정도 없지.<br>내 위로 별 하나를 띄워주질 않았다.<br>가만,<br>혹시 내가 어둠인가?"
나,<br>한동안 계속<br>우울의 늪에 빠져<br>그저 허우적 허우적거리며<br>잠수만 하고 있겠지.<br>언젠가<br>언제 올지 모르는<br>마개를 뽑아줄 사람을 기다리며<br>하염없이 기다리겠지.<br>손만 뻗으면 닿을 그 거리를<br>혼자 못 나와서<br>아등바등<br>불쌍하고 가엾구나.<br>나 자신이.
길,<br>길을 걸었다.<br>구불구불 산길을 걸었다<br>나무 사이를 지나.<br>바람이 불던 숲을 지나<br>잘 정돈되지 않은 산길을 지나<br>찻길을 걸었다.<br>정돈되고 통일된 찻길을 지났다.<br>흙냄새도. 땅냄새도 나지 않고<br>쌩쌩 지나가던 찻길을 지나니<br>이게 어느새 길의 끝에 멈춰섰다<br>돌아가라 돌아가라.<br>어느새 멈춰선 이길은<br>내가 갈 수 없는 길인가.<br>아니면<br>내가 가고싶지 않은 길인가.
동그라미,<br>동그라미가 내 마음을 쥐락 펴락<br>종이에 빗방울이 똑 떨어지면<br>내 마음에도 빗방울이 떨어진다<br>동그라미와 함께 내 마음도 부푼다<br>백점이면 좋겠다 백점이면 좋겠다<br>백점이면 용돈 받을 수 있을텐데
너,"<br>네가 그리워진 오늘<br>착각에 젖어 그때의 거리로 걸어갔어.<br>은은하게 퍼지는 향기와<br>환하게 웃는 꽃의 모습에 어쩐지 네가 그려져서,<br>나는 더욱 발걸음을 재촉했지.<br>생각보다 넓은 이 집에 혼자 남아,<br>네가 다시 문을 두드려준다면 좋을 텐데,<br>이제는 빈 집에서 외치는 너.<br>오늘따라 울적한 이유는<br>네가 보고 싶어서일까,<br>이런 마음에도 하늘이 파래서일까.<br>추운 겨울에라도 너와 만난다면,<br>누구보다 따뜻할 자신이 있는데.<br>사랑한다고, 미안하다고.<br>나오지 못한 말들을<br>끝내 삼켜버린 채로.<br>'괜찮아, 밤이 눈물을 가려줄 거야.<br>오늘 하루만 울자고.'<br>내가 눈물을 흘린 건 아마 네가 보고 싶어서,<br>언젠가 너와 마주칠 하루를 기다리며.<br>'너에게<br>사랑해.<br>라고.'<br>하고픈 말을 삼킨 채 보내는 하루."
책,<br>너라는 책은<br>나에겐<br>소중한 친구<br>너라는 책은<br>외로움<br>달래는 친구<br>너라는 책이<br>한 번은<br>질투심 느낀 친구<br>너라는 책이<br>뭐라고<br>질투심 느끼지?<br>너라는 책은<br>선생님처럼<br>가르쳐 주는 친구<br>너라는 책은<br>없으면<br>안 되는 친구<br>너라는 책은<br>한 번도<br>말에서 안지는 친구
사랑과 이별,"<br>우리는 태양보다 더 뜨거운 사랑을 했었고,<br>우리는 달보다 더 차가운 이별을 했었다<br>너와 나는 서로가 힘들어하지 않게 해준것 이다.<br>앞으로 태양보다 달보다 더 밝은 날이 올 것이다.<br>정말 뜨겁게 사랑했다."
나,<br>이것은 오래 묵힌 기억의 형상<br>동그란 구 안에 들어있는<br>오래 묵힌 기억의 형상<br>돌아갈 수 없는 것에 대한 가정의 시작<br>왜곡된 것을 바로잡는 시발점<br>네가 나에게 친히 알려줬다<br>내 너였을 적부터 멈춰진 것들을 바라봤음을<br>그때조차 과거를 원망하고 사랑했음을<br>놓아주지 못하고 잡아끈 것들은<br>더이상 사실이 아니었는데<br>내가 품으려 했던 것들<br>내 속에서 썩어 문드러져 갔는데<br>받아들이지 못하고<br>수십번을 되새김질 하며<br>끝내 비애의 형상이 된 널 붙잡고 원망했다<br>그래서 그랬다<br>구 속에 웅크려있던 너의 모습에 안도했다<br>마냥 맑은 어린 것<br>한치 앞을 생각하지 않는 것<br>그저 행복한 나를 바란 것<br>그러나 네가 꾹꾹 눌러놓은 감정 중에<br>사념이 있었고<br>그게 나와 같은 종류의 것이라는 걸 알았을때<br>그땐...
함께 걷기,"<br>“우리 같이 걸을까?""<br>참 로맨틱한 말이지.<br>꽃들 사이를 걸어도 쨍한 햇빛 아래를 걸어도<br>떨어지는 낙엽 위를 걸어도 하얀 눈 위를 걸어도<br>너와 함께라면 참 즐겁고 좋아.<br>그래서 말인데,<br>우리 같이 걸을까?"
이별,<br>살아온  날들이  낙엽되어  쌓여갑니다.<br>잊혀졌던 사람들이<br>아픔으로  다가옵니다.<br>긴  시간  참는  여유도  배웠습니다.<br>누군가의  슬픔도  배웠습니다.<br>허나<br>내  마음을  다스리는  연습만은  하지  않았습니다.<br>겨울의  찬 바람을  이겨낸  순간순간들이<br>가슴  깊숙이  파고  들때<br>그들은  매정하게  떠나려고  합니다.<br>소중했던  사람들의  품을  떠나려고  합니다.<br>그토록 시랑했던  인연.<br>라일락  향기에  묻혀<br>추억이라는  발자욱만을  남기고<br>하나하나  잊혀져  가려고  합니다.<br>홀로  걷는 이 시간이  너무나  소중합니다.
햇빛,<br>밤이 지나고<br>낮이 되어 해가 떠오를 때면<br>햇빛은 한 나무를 환하게 비춘다<br>나무는 햇빛을 한껏 받아들인다<br>온통 무채색이던 나무는<br>제 색을 찾아 밝게 빛난다<br>둘의 거리는 멀지만<br>둘은 그렇게 빛이 난다<br>해가 밝게 빛나는 날에<br>햇빛이 그러듯<br>넌 나를 환하게 비추고<br>나무가 그러듯<br>난 한껏 너를 받아들인다<br>어두웠던 시간은 지나고<br>우리는 그 무엇보다 밝게<br>서로만을 바라보며<br>사랑을 나누고 있다<br>우리는 그렇게 빛나고 있다
